PARM = HOUR;PRES;HGHT;TMPC;DWPC;SSTC;SPED;DRCT

STID     DATTIM         HOUR    PRES    HGHT    TMPC    DWPC    SSTC    SPED    DRCT
F0000299 930618/2100 22.6389  723.30 2915.93    4.33   -2.16    2.82    3.97  280.99
F0000300 930618/2100 22.6417  729.85 2841.81    4.91   -1.56    2.86    4.55  277.04
F0000301 930618/2100 22.6444  736.64 2766.97    5.42   -1.82   11.25    5.47  275.54
F0000302 930618/2100 22.6472  743.85 2686.51    5.90    0.02   15.48    5.31  275.96
F0000303 930618/2100 22.6500  750.29 2615.20    6.34    0.30   15.69    5.83  286.14
F0000304 930618/2100 22.6528  756.51 2546.33    7.01    0.41   15.14    5.83  287.66
F0000305 930618/2100 22.6556  762.70 2479.92    7.22    1.17   11.39    7.16  290.78
F0000306 930618/2100 22.6583  769.03 2412.00    7.60    1.33    6.70    7.27  289.77
F0000307 930618/2100 22.6611  775.86 2338.60    8.05    1.03    7.77    7.10  285.58
F0000308 930618/2100 22.6639  783.19 2260.02    8.47    1.08    6.61    7.68  283.79
F0000309 930618/2100 22.6667  790.68 2180.65    8.90    1.51    6.98    8.00  285.92
F0000310 930618/2100 22.6694  798.05 2104.89    9.78   -4.95    5.65    6.95  293.65
F0000311 930618/2100 22.6722  804.93 2035.62   10.06   -3.15   11.06    6.32  294.28
F0000312 930618/2100 22.6750  810.38 1980.85   10.51   -8.32   13.96    5.78  295.20
F0000313 930618/2100 22.6778  815.74 1926.56   10.48   -8.65    6.92    6.06  296.04
F0000314 930618/2100 22.6806  821.95 1862.72   10.09   -6.37   15.94    5.15  302.41
F0000315 930618/2100 22.6833  827.59 1805.48    5.70    0.17   13.58    0.45   80.73
F0000316 930618/2100 22.6861  832.88 1752.68    4.47    2.75   14.92    2.12   63.06
F0000317 930618/2100 22.6889  838.19 1700.58    4.51    3.36   11.02    2.65   57.35
F0000318 930618/2100 22.6917  844.71 1635.90    5.07    3.84   10.38    2.74   57.42
F0000319 930618/2100 22.6944  852.00 1567.10    5.70    4.01   16.53    2.63   46.24
F0000320 930618/2100 22.6972  859.67 1492.27    6.32    3.93   16.00    2.84   52.18
F0000321 930618/2100 22.7000  867.16 1419.67    7.01    4.64   15.48    2.84   28.87
F0000322 930618/2100 22.7028  874.22 1352.01    7.60    4.94    9.06    3.41   35.70
F0000323 930618/2100 22.7056  881.13 1288.84    7.96    5.57   16.40    2.71   44.95
F0000324 930618/2100 22.7083  888.34 1221.19    8.16    6.00   16.41    4.18   10.44
F0000325 930618/2100 22.7111  894.02 1169.01    8.33    6.83   12.11    4.16   12.35
F0000326 930618/2100 22.7139  899.41 1118.92    9.09    6.22   16.82    4.10    7.08
F0000327 930618/2100 22.7167  904.50 1070.85    9.52    6.10   16.81    4.26    3.76
F0000328 930618/2100 22.7194  910.27 1017.02    9.98    5.50   17.19    4.41  358.14
F0000329 930618/2100 22.7222  916.52  960.21   10.39    6.21   17.44    4.33  351.96
F0000330 930618/2100 22.7250  922.71  906.54   10.80    7.19   15.09    4.24  354.21
F0000331 930618/2100 22.7278  929.08  848.23   11.48    6.70   17.11    3.78  345.92
F0000332 930618/2100 22.7306  935.77  788.27   11.76    7.68   17.45    3.90    1.41
F0000333 930618/2100 22.7333  940.93  740.70   12.14    8.03   17.38    4.09   13.29
F0000334 930618/2100 22.7361  944.16  711.71   12.45    8.04   17.41    3.78   10.16
F0000335 930618/2100 22.7389  947.48  682.14   12.72    8.12   17.34    3.75   13.55
F0000336 930618/2100 22.7417  951.09  646.66   12.95    8.51   17.53    3.97   16.17
F0000337 930618/2100 22.7444  954.72  617.93   12.96    9.10   17.81    4.56   13.88
F0000338 930618/2100 22.7472  958.73  583.64   13.04    9.44   17.18    5.27   16.27
F0000339 930618/2100 22.7500  963.07  546.55   13.15   10.05   17.66    5.02   20.54
F0000340 930618/2100 22.7528  967.58  507.29   13.48   10.84   17.57    5.25   19.23
F0000341 930618/2100 22.7556  971.84  470.04   13.71   11.08   17.71    5.82   23.68
F0000342 930618/2100 22.7583  975.85  434.75   14.11   11.24   17.63    5.74   24.42
F0000343 930618/2100 22.7611  980.01  398.60   14.32   11.19   17.56    6.39   28.32
F0000344 930618/2100 22.7639  984.22  362.70   14.69   11.38   17.34    6.02   28.73
F0000345 930618/2100 22.7667  988.31  327.11   14.85   12.27   17.01    5.84   24.48
F0000346 930618/2100 22.7694  991.58  297.52   15.05   12.76   16.84    5.32   35.30
F0000347 930618/2100 22.7722  994.82  269.90   15.34   12.27   16.99    5.63   29.50
F0000348 930618/2100 22.7750  998.55  237.43   15.62   12.99   17.07    5.39   30.01
F0000349 930618/2100 22.7778 1001.90  208.28   15.86   12.39   17.05    5.65   34.30
F0000350 930618/2100 22.7806 1003.65  191.14   15.98   12.85   17.00    5.47   27.61
F0000351 930618/2100 22.7833 1004.31  184.53   16.03   12.76   17.28    5.85   30.94
F0000352 930618/2100 22.7861 1005.11  178.21   16.14   12.51   17.11    5.39   28.89
F0000353 930618/2100 22.7889 1006.78  164.14   16.28   12.43   17.12    5.28   30.23
F0000354 930618/2100 22.7917 1006.78  163.92   16.30   12.54   17.48    4.97   35.79
F0000355 930618/2100 22.7944 1007.50  158.31   16.32   12.73   17.26    5.20   33.27
F0000356 930618/2100 22.7972 1007.41  157.75   16.34   12.25   17.47    4.95   30.78
F0000357 930618/2100 22.8000 1006.51  165.40   16.28   11.91   17.00    4.66   36.88
F0000358 930618/2100 22.8028 1006.37  167.50   16.29   12.34   17.16    4.83   40.28
F0000359 930618/2100 22.8056 1006.61  165.65   16.29   12.35   16.91    5.01   29.69
F0000360 930618/2100 22.8083 1006.60  164.71   16.24   11.98   16.98    4.90   30.87
F0000361 930618/2100 22.8111 1006.86  162.87   16.26   12.35   16.80    5.31   31.86
F0000362 930618/2100 22.8139 1007.05  160.76   16.32   12.33   17.26    4.66   26.21
F0000363 930618/2100 22.8167 1007.28  159.23   16.31   12.56   16.98    4.69   28.25
F0000364 930618/2100 22.8194 1007.14  159.98   16.27   12.39   16.85    5.23   27.26
F0000365 930618/2100 22.8222 1007.18  159.54   16.29   12.33   16.92    5.17   27.04
F0000366 930618/2100 22.8250 1007.07  160.26   16.28   12.52   17.25    5.31   24.92
F0000367 930618/2100 22.8278 1007.25  158.43   16.28   12.50   16.98    4.91   29.14
F0000368 930618/2100 22.8306 1007.23  158.62   16.25   12.76   16.94    4.28   25.35
F0000369 930618/2100 22.8333 1007.16  159.59   16.26   12.60   17.17    4.44   26.40
F0000370 930618/2100 22.8361 1007.56  155.97   16.27   12.78   16.94    4.52   25.56
F0000371 930618/2100 22.8389 1007.69  154.20   16.26   12.46   16.90    4.77   24.79
F0000372 930618/2100 22.8417 1006.51  164.46   16.18   12.65   17.04    3.82   31.53
F0000373 930618/2100 22.8444 1006.89  163.03   16.24   12.66   16.89    3.32   27.78
F0000374 930618/2100 22.8472 1008.70  146.58   16.40   12.74   17.21    4.01   33.72
F0000375 930618/2100 22.8500 1008.27  149.94   16.35   12.56   16.71    4.58   36.74
F0000376 930618/2100 22.8528 1007.87  153.56   16.32   12.66   16.63    4.84   36.45
F0000377 930618/2100 22.8556 1007.35  156.87   16.24   12.77   16.55    5.36   35.94
F0000378 930618/2100 22.8583 1006.23  167.69   16.14   12.50   16.83    5.34   35.27
F0000379 930618/2100 22.8611 1006.07  169.20   16.13   12.05   16.33    5.18   41.20
F0000380 930618/2100 22.8639 1006.47  166.54   16.15   12.34   16.45    4.99   40.64
F0000381 930618/2100 22.8667 1006.57  165.34   16.17   12.41   16.82    4.94   40.36
F0000382 930618/2100 22.8694 1006.67  164.81   16.16   12.37   16.88    4.79   44.35
F0000383 930618/2100 22.8722 1006.93  161.94   16.15   12.14   17.11    5.11   40.49
F0000384 930618/2100 22.8750 1006.96  162.00   16.17   12.05   16.98    4.89   40.97
F0000385 930618/2100 22.8778 1006.89  162.29   16.15   12.52   16.78    4.84   40.18
F0000386 930618/2100 22.8806 1007.09  161.20   16.14   12.66   16.93    4.93   45.70
F0000387 930618/2100 22.8833 1007.02  160.72   16.22   11.96   16.94    4.61   44.54
F0000388 930618/2100 22.8861 1007.16  160.46   16.20   12.31   16.92    4.95   46.69
F0000389 930618/2100 22.8889 1006.85  163.17   16.18   12.45   16.92    5.21   41.71
F0000390 930618/2100 22.8917 1006.95  162.55   16.16   12.44   16.79    4.98   41.98
F0000391 930618/2100 22.8944 1006.81  164.47   16.12   12.62   17.06    5.03   38.25
F0000392 930618/2100 22.8972 1006.97  162.58   16.15   12.69   16.76    4.95   35.93
F0000393 930618/2100 22.9000 1006.81  163.41   16.15   12.76   16.94    4.96   38.59
F0000394 930618/2100 22.9028 1006.84  163.66   16.16   12.52   17.07    5.53   35.65
F0000395 930618/2100 22.9056 1007.01  162.33   16.15   12.45   16.70    5.48   37.20
F0000396 930618/2100 22.9083 1006.98  163.17   16.15   12.84   16.56    5.23   40.60
F0000397 930618/2100 22.9111 1007.01  162.73   16.15   12.92   16.84    5.44   40.91
F0000398 930618/2100 22.9139 1007.10  161.77   16.17   12.79   16.80    5.60   34.31
F0000399 930618/2100 22.9167 1007.29  160.45   16.20   12.35   16.67    5.83   43.68
F0000400 930618/2100 22.9194 1007.12  161.96   16.22   12.57   17.15    6.08   41.81
F0000401 930618/2100 22.9222 1006.79  164.34   16.15   12.99   16.79    5.92   30.61
F0000402 930618/2100 22.9250 1006.87  163.52   16.16   12.47   16.94    6.10   37.61
F0000403 930618/2100 22.9278 1007.12  162.26   16.20   12.74   16.96    5.76   44.46
F0000404 930618/2100 22.9306 1007.32  160.35   16.19   12.77   17.12    5.35   41.80
F0000405 930618/2100 22.9333 1007.23  160.76   16.24   12.33   17.02    5.83   45.86
F0000406 930618/2100 22.9361 1007.20  161.16   16.22   12.16   17.15    5.74   44.44
F0000407 930618/2100 22.9389 1007.26  160.76   16.19   12.13   17.12    6.10   39.82
F0000408 930618/2100 22.9417 1007.27  160.88   16.20   12.41   17.42    6.03   42.72
F0000409 930618/2100 22.9444 1007.41  160.17   16.22   12.41   16.90    6.15   44.70
F0000410 930618/2100 22.9472 1007.58  157.95   16.30   12.75   17.20    5.77   47.27
F0000411 930618/2100 22.9500 1007.67  157.61   16.26   12.34   17.11    6.33   41.53
F0000412 930618/2100 22.9528 1007.54  158.76   16.24   12.55   17.33    6.01   41.39
F0000413 930618/2100 22.9556 1007.35  159.87   16.22   12.80   17.27    6.10   42.94
F0000414 930618/2100 22.9583 1007.35  160.03   16.24   12.58   17.15    5.99   44.83
F0000415 930618/2100 22.9611 1007.29  160.58   16.21   12.83   17.50    6.18   46.26
F0000416 930618/2100 22.9639 1007.15  161.63   16.24   12.80   17.28    5.90   42.93
F0000417 930618/2100 22.9667 1007.15  161.62   16.24   12.36   17.34    5.99   45.39
F0000418 930618/2100 22.9694 1007.40  160.29   16.26   12.37   17.46    6.00   49.72
F0000419 930618/2100 22.9722 1007.26  161.68   16.25   12.40   17.75    6.21   48.44
F0000420 930618/2100 22.9750 1007.57  159.01   16.28   12.72   17.69    6.31   49.30
F0000421 930618/2100 22.9778 1007.41  159.51   16.30   12.65   17.38    6.20   52.45
F0000422 930618/2100 22.9806 1007.13  162.28   16.28   12.32   17.49    6.27   49.27
F0000423 930618/2100 22.9833 1007.16  162.33   16.31   12.12   17.43    6.57   48.96
F0000424 930618/2100 22.9861 1007.15  162.71   16.28   12.65   17.85    6.83   46.25
F0000425 930618/2100 22.9889 1007.12  163.28   16.30   11.93   17.39    6.79   46.24
F0000426 930618/2100 22.9917 1007.15  162.50   16.29   12.32   17.79    6.58   48.42
F0000427 930618/2100 22.9944 1006.88  165.70   16.30   12.56   16.95    7.18   43.35
F0000428 930618/2100 22.9972 1006.53  168.16   16.40   11.55   17.14    6.69   41.26
F0000429 930618/2100 23.0000 1006.86  165.76   16.34   12.07   17.54    6.63   40.83
F0000430 930618/2100 23.0028 1006.92  165.84   16.34   12.13   17.58    7.04   37.25
F0000431 930618/2100 23.0056 1006.93  165.27   16.35   12.51   17.28    7.01   40.44
F0000432 930618/2100 23.0083 1006.71  167.20   16.31   12.21   17.29    7.15   33.86
F0000433 930618/2100 23.0111 1006.70  167.31   16.26   13.47   17.46    6.97   33.32
F0000434 930618/2100 23.0139 1006.63  167.83   16.30   13.22   17.46    6.58   31.23
F0000435 930618/2100 23.0167 1006.68  167.89   16.22   13.17   17.29    7.33   26.60
F0000436 930618/2100 23.0194 1006.80  166.72   16.24   13.33   17.28    7.44   30.97
F0000437 930618/2100 23.0222 1006.76  166.74   16.21   13.15   17.15    7.86   30.73
F0000438 930618/2100 23.0250 1007.85  158.89   16.30   13.12   17.30    8.51   28.96
F0000439 930618/2100 23.0278 1009.21  146.10   16.45   13.55   17.25    8.10   27.61
F0000440 930618/2100 23.0306 1007.90  156.48   16.34   13.24   17.36    8.42   22.42
F0000441 930618/2100 23.0333 1006.33  169.80   16.24   13.06   17.40    7.88   23.81
F0000442 930618/2100 23.0361 1005.11  182.09   16.09   12.76   17.46    7.44   26.04
F0000443 930618/2100 23.0389 1005.50  178.29   16.09   13.18   17.44    7.40   24.09
F0000444 930618/2100 23.0417 1006.06  172.99   16.11   13.45   17.61    7.65   22.35
F0000445 930618/2100 23.0444 1006.65  168.28   16.17   12.60   17.77    7.86   25.53
F0000446 930618/2100 23.0472 1007.08  163.99   16.30   12.51   17.73    7.84   24.97
F0000447 930618/2100 23.0500 1007.04  164.35   16.24   13.26   18.00    7.62   24.72
F0000448 930618/2100 23.0528 1006.42  169.58   16.18   12.85   17.75    8.03   24.46
F0000449 930618/2100 23.0556 1006.28  171.10   16.16   13.18   17.76    7.55   25.76
F0000450 930618/2100 23.0583 1006.69  168.11   16.21   12.78   17.83    8.09   22.17
F0000451 930618/2100 23.0611 1007.09  163.76   16.24   12.73   17.77    8.09   19.45
F0000452 930618/2100 23.0639 1007.33  161.71   16.27   12.74   17.61    7.99   21.70
F0000453 930618/2100 23.0667 1006.78  166.45   16.22   12.98   17.70    8.33   23.39
F0000454 930618/2100 23.0694 1006.92  165.54   16.26   12.72   17.69    8.50   19.66
F0000455 930618/2100 23.0722 1007.06  164.19   16.25   12.70   17.71    8.32   24.54
F0000456 930618/2100 23.0750 1007.06  164.73   16.22   12.95   17.51    8.11   21.42
F0000457 930618/2100 23.0778 1006.98  165.09   16.16   13.13   17.61    7.46   21.87
F0000458 930618/2100 23.0806 1007.24  162.54   16.23   12.80   17.89    8.20   26.28
F0000459 930618/2100 23.0833 1007.69  159.51   16.25   12.83   17.76    8.68   21.85
F0000460 930618/2100 23.0861 1007.59  159.67   16.24   12.72   17.70    8.69   21.81
F0000461 930618/2100 23.0889 1007.45  160.43   16.24   13.24   17.55    8.31   23.59
F0000462 930618/2100 23.0917 1007.29  162.12   16.22   12.89   17.71    8.52   24.32
F0000463 930618/2100 23.0944 1007.31  161.74   16.28   12.60   17.91    8.21   25.30
F0000464 930618/2100 23.0972 1007.08  163.64   16.21   12.63   17.91    8.11   24.46
F0000465 930618/2100 23.1000 1007.05  163.16   16.30   12.48   17.96    8.32   25.40
F0000466 930618/2100 23.1028 1006.95  164.14   16.24   12.69   18.00    8.31   23.03
F0000467 930618/2100 23.1056 1007.53  159.70   16.29   12.82   18.15    8.48   26.30
F0000468 930618/2100 23.1083 1007.21  161.55   16.32   12.78   18.37    8.80   26.27
F0000469 930618/2100 23.1111 1006.95  164.27   16.32   12.47   18.24    7.73   22.39
F0000470 930618/2100 23.1139 1006.99  163.38   16.28   12.55   17.88    7.95   25.89
F0000471 930618/2100 23.1167 1006.95  164.04   16.31   12.84   18.10    7.89   22.91
F0000472 930618/2100 23.1194 1007.20  162.14   16.31   12.48   17.91    8.29   24.77
F0000473 930618/2100 23.1222 1007.06  162.30   16.30   13.04   17.92    7.87   25.09
F0000474 930618/2100 23.1250 1007.00  163.41   16.36   12.38   17.71    8.21   23.67
F0000475 930618/2100 23.1278 1007.10  163.37   16.35   12.79   18.02    8.26   24.36
F0000476 930618/2100 23.1306 1006.90  164.84   16.30   12.81   18.04    8.43   19.66
F0000477 930618/2100 23.1333 1007.05  163.40   16.35   12.53   17.91    7.97   21.80
F0000478 930618/2100 23.1361 1006.91  164.24   16.33   12.71   17.98    8.24   19.98
F0000479 930618/2100 23.1389 1007.01  163.86   16.35   12.50   17.86    8.13   17.32
F0000480 930618/2100 23.1417 1007.04  162.84   16.40   12.73   17.94    8.20   19.59
F0000481 930618/2100 23.1444 1006.59  166.73   16.33   12.29   18.38    7.94   21.54
F0000482 930618/2100 23.1472 1006.72  165.96   16.40   12.62   18.26    8.26   20.92
F0000483 930618/2100 23.1500 1006.32  169.23   16.36   12.40   18.13    8.57   20.48
F0000484 930618/2100 23.1528 1006.77  165.78   16.35   12.53   18.30    7.91   21.47
F0000485 930618/2100 23.1556 1006.74  165.89   16.40   12.43   18.30    8.19   19.25
F0000486 930618/2100 23.1583 1006.84  164.66   16.36   12.62   18.32    8.26   20.25
F0000487 930618/2100 23.1611 1006.81  164.61   16.41   12.76   18.56    8.49   19.65
F0000488 930618/2100 23.1639 1006.66  166.37   16.42   11.75   18.44    8.03   18.21
F0000489 930618/2100 23.1667 1006.55  167.52   16.41   12.77   18.22    7.65   17.72
F0000490 930618/2100 23.1694 1006.59  167.10   16.39   12.71   18.25    8.48   19.25
F0000491 930618/2100 23.1722 1006.85  164.25   16.42   12.32   18.30    8.27   17.57
F0000492 930618/2100 23.1750 1006.92  163.76   16.45   12.53   18.26    8.63   18.48
F0000493 930618/2100 23.1778 1006.96  163.40   16.48   12.15   18.18    8.72   19.89
F0000494 930618/2100 23.1806 1006.49  167.64   16.42   12.26   18.22    8.79   20.91
F0000495 930618/2100 23.1833 1006.65  166.17   16.41   12.24   18.32    8.65   15.88
F0000496 930618/2100 23.1861 1006.77  165.27   16.45   12.95   18.55    9.28   15.25
F0000497 930618/2100 23.1889 1006.65  166.98   16.43   12.50   18.43    8.67   16.52
F0000498 930618/2100 23.1917 1006.44  168.12   16.49   11.95   18.50    8.59   10.78
F0000499 930618/2100 23.1944 1006.70  166.11   16.55   11.62   18.19    8.29    9.03
F0000500 930618/2100 23.1972 1006.49  168.06   16.52   11.27   18.42    7.63    7.93
F0000501 930618/2100 23.2000 1006.86  165.22   16.55   11.30   18.42    8.06   11.76
F0000502 930618/2100 23.2028 1003.57  189.83   16.36   11.17   18.30    8.24    6.64
F0000503 930618/2100 23.2056  993.09  279.94   15.48   10.79   18.04    7.50    2.29
F0000504 930618/2100 23.2083  993.15  283.03   15.43   11.34   17.96    7.55    4.18
F0000505 930618/2100 23.2111  985.29  344.18   14.91   10.84   18.16    6.21  357.93
F0000506 930618/2100 23.2139  975.14  435.52   14.07   11.05   18.34    6.95  351.08
F0000507 930618/2100 23.2167  971.69  467.06   13.62   11.10   17.91    6.09    7.18
F0000508 930618/2100 23.2194  961.71  547.29   13.03   10.88   17.31    5.72    3.47
F0000509 930618/2100 23.2222  955.38  610.09   12.43   10.40   18.08    6.00    1.38
F0000510 930618/2100 23.2250  959.77  574.17   12.61   10.72   18.27    6.12  348.15
F0000511 930618/2100 23.2278  958.77  580.70   12.56   11.81   17.63    5.75   12.96
F0000512 930618/2100 23.2306  955.61  608.80   12.33   11.08   17.88    6.19   38.85
F0000513 930618/2100 23.2333  954.25  617.84   12.34   11.97   15.55    5.95   37.65
F0000514 930618/2100 23.2361  953.37  626.13   12.13   11.30   17.59    6.95   28.21
F0000515 930618/2100 23.2389  954.47  615.97   12.48    9.54   17.69    6.62   23.92
F0000516 930618/2100 23.2417  954.72  617.84   12.34   11.06   17.62    6.23   25.06
F0000517 930618/2100 23.2444  954.62  618.79   12.44    9.50   17.87    6.53   20.58
F0000518 930618/2100 23.2472  954.14  619.30   12.38    9.04   17.77    6.77   19.68
F0000519 930618/2100 23.2500  954.04  619.72   12.38    9.99   17.70    6.74   21.19
F0000520 930618/2100 23.2528  954.28  618.05   12.47    9.75   17.71    6.18   18.45
F0000521 930618/2100 23.2556  954.28  618.20   12.46    9.34   17.67    6.35   23.74
F0000522 930618/2100 23.2583  954.11  618.48   12.51    9.42   17.44    6.18   22.78
F0000523 930618/2100 23.2611  954.20  618.87   12.54    9.16   17.77    6.33   24.38
F0000524 930618/2100 23.2639  953.97  620.11   12.64    9.88   16.34    4.35   11.91
F0000525 930618/2100 23.2667  954.13  619.82   12.52   11.29   17.21    5.87   13.33
F0000526 930618/2100 23.2694  954.26  617.94   12.25   10.45   17.46    6.18   15.15
F0000527 930618/2100 23.2722  954.22  618.77   12.48    9.86   17.82    6.32   17.76
F0000528 930618/2100 23.2750  954.26  617.83   12.51    9.65   17.79    5.96   14.22
F0000529 930618/2100 23.2778  954.20  618.77   12.61    9.93   17.66    5.83   20.77
F0000530 930618/2100 23.2806  953.98  621.05   12.45    9.49   17.74    6.33   18.61
F0000531 930618/2100 23.2833  953.95  620.55   12.30   10.26   17.43    6.24   15.92
F0000532 930618/2100 23.2861  953.82  621.60   12.28   10.56   16.65    5.82   17.95
F0000533 930618/2100 23.2889  954.38  617.47   12.19   10.67   17.66    6.35   12.13
F0000534 930618/2100 23.2917  954.18  619.58   12.31   10.60   16.36    6.18   12.55
F0000535 930618/2100 23.2944  953.97  619.71   12.25   10.91   13.79    6.42   16.18
F0000536 930618/2100 23.2972  954.07  620.88   12.47   12.21   15.94    6.12   13.62
F0000537 930618/2100 23.3000  954.25  618.61   12.74    9.64   17.28    5.84   16.05
F0000538 930618/2100 23.3028  954.34  617.83   12.44   10.22   17.21    6.05   10.56
F0000539 930618/2100 23.3056  954.26  619.40   12.64    9.89   17.25    5.57   14.77
F0000540 930618/2100 23.3083  954.02  620.58   12.47   10.12   17.19    5.59   16.85
F0000541 930618/2100 23.3111  954.18  618.95   13.04    8.54   17.41    5.95   17.24
F0000542 930618/2100 23.3139  954.35  617.76   12.90    8.98   16.24    5.42    9.85
F0000543 930618/2100 23.3167  954.52  616.32   12.86    8.69   17.74    5.46    8.04
F0000544 930618/2100 23.3194  954.39  616.93   13.03    8.83   17.76    5.21    7.23
F0000545 930618/2100 23.3222  954.88  616.92   12.46    9.12   17.34    5.59   11.71
F0000546 930618/2100 23.3250  954.92  616.31   12.72    9.04   17.54    5.36   15.07
F0000547 930618/2100 23.3278  954.35  617.46   12.72    8.87   17.23    5.32   18.01
F0000548 930618/2100 23.3306  954.13  620.60   12.81    8.99   16.78    4.66   13.77
F0000549 930618/2100 23.3333  954.35  618.01   12.76    8.76   16.90    5.06   17.00
F0000550 930618/2100 23.3361  954.70  618.12   12.78    8.67   16.20    4.79   14.10
F0000551 930618/2100 23.3389  954.55  616.99   12.67    9.15   17.15    5.34   13.85
F0000552 930618/2100 23.3417  954.30  618.64   12.89    8.79   17.25    4.90   10.07
F0000553 930618/2100 23.3444  954.49  617.22   12.89    8.43   17.21    4.91    9.68
F0000554 930618/2100 23.3472  954.93  617.01   12.81    8.87   17.56    4.97   14.03
F0000555 930618/2100 23.3500  954.59  619.82   12.55    9.91   16.96    5.24   22.26
F0000556 930618/2100 23.3528  954.13  620.45   12.55    9.97   17.11    5.01   19.47
F0000557 930618/2100 23.3556  954.10  620.51   12.61    9.63   17.27    5.00   13.14
F0000558 930618/2100 23.3583  953.79  622.42   12.61    9.52   17.13    5.30   18.21
F0000559 930618/2100 23.3611  953.73  623.59   12.35   10.73   16.22    6.05   17.34
F0000560 930618/2100 23.3639  953.83  622.61   12.35   10.38   16.96    6.26   14.28
F0000561 930618/2100 23.3667  954.20  620.99   12.40    9.98   16.89    6.15   14.30
F0000562 930618/2100 23.3694  954.32  618.91   12.51   10.24   16.88    6.17   16.60
F0000563 930618/2100 23.3722  954.25  619.74   12.40   10.31   16.87    6.61   13.56
F0000564 930618/2100 23.3750  954.18  619.66   12.26   10.82   15.63    6.58   16.62
F0000565 930618/2100 23.3778  954.06  620.85   12.56   10.19   16.55    6.49   11.96
F0000566 930618/2100 23.3806  954.08  620.25   12.56   10.50   16.20    6.63   17.71
F0000567 930618/2100 23.3833  954.20  619.53   12.33   10.72   16.20    7.23   11.91
F0000568 930618/2100 23.3861  954.33  618.43   12.46   10.18   16.91    6.17   16.41
F0000569 930618/2100 23.3889  954.10  620.29   12.54   10.34   16.72    6.30   14.25
F0000570 930618/2100 23.3917  956.41  607.62   12.41   10.93   16.96    6.57    8.27
F0000571 930618/2100 23.3944  955.74  611.35   12.54   10.35   16.91    7.11    7.41
F0000572 930618/2100 23.3972  955.06  613.79   12.56   10.28   17.16    6.63   11.10
F0000573 930618/2100 23.4000  953.62  624.03   12.57   10.33   17.05    6.55   11.48
F0000574 930618/2100 23.4028  953.66  625.13   12.49    9.91   17.00    6.98   14.57
F0000575 930618/2100 23.4056  953.70  624.10   12.61    9.67   16.89    7.01   13.95
F0000576 930618/2100 23.4083  953.69  623.74   12.44    9.66   17.11    6.53   11.42
F0000577 930618/2100 23.4111  953.75  622.88   12.47    9.96   17.14    5.94   14.72
F0000578 930618/2100 23.4139  953.45  625.73   12.45    9.63   17.17    6.15   15.33
